Title,Description
"[F1][Core][UI] Campo de apelido local (sem conta) na entrada de sessão","Usuário digita um apelido a cada sessão, nunca salvo/sincronizado. Apelido participa da composição/verificação do código para reduzir colisão. Checklist: 1) Campo de texto simples na tela inicial, sem persistência em disco ou backend. 2) Incluir o apelido (ou hash dele) na verificação de unicidade do código antes de criar a sessão. 3) Garantir que o apelido nunca é enviado ao Firebase além do necessário para a checagem de colisão, se aplicável. Critério de pronto: dois usuários com apelidos diferentes não conseguem gerar o mesmo código simultaneamente em teste manual, e nenhum apelido fica salvo após o fechamento do app."
"[F2][Decision][Infra] Definir estratégia de fallback quando WebRTC P2P falha","Ainda em aberto: aceitar falha com mensagem clara ao usuário, ou avaliar TURN gratuito/baixo custo mais adiante. Ver docs/DECISIONS.md item 4. Checklist: 1) Levantar opções de TURN gratuito/baixo custo compatíveis com zero orçamento para servidores. 2) Decidir entre (a) falha explícita com mensagem ao usuário ou (b) fallback via TURN. 3) Se optar por TURN, documentar custo estimado e atualizar docs/DECISIONS.md. Critério de pronto: decisão registrada em docs/DECISIONS.md com a estratégia escolhida e, se aplicável, o provedor de TURN definido."
"[F3][Infra][Store] Configurar empacotamento MSIX para Windows Store","Builds Flutter Windows exigem MSIX. Checklist: 1) Adicionar o pacote msix ao pubspec.yaml. 2) Configurar identidade do pacote (nome, publisher, versão) no msix_config. 3) Gerar o build MSIX localmente e testar instalação. 4) Documentar o passo em docs/ROADMAP.md ou README de build. Critério de pronto: instalador MSIX gerado e instalado com sucesso em uma máquina Windows de teste."
"[F3][Store] Build Android para Google Play (Acesso antecipado)","Preparar e publicar a primeira versão na Google Play. Checklist: 1) Gerar keystore de assinatura de release. 2) Configurar build.gradle com as informações de versionamento e assinatura. 3) Gerar AAB de release. 4) Criar ficha do app no Google Play Console (ícone, screenshots, descrição, política de privacidade). 5) Submeter para o programa de Acesso antecipado. Critério de pronto: app publicado e acessível via link de Acesso antecipado da Google Play."
"[F3][Store] Build Windows para Microsoft Store","Depende do empacotamento MSIX. Checklist: 1) Criar conta de desenvolvedor na Microsoft Partner Center (se ainda não existir). 2) Submeter o pacote MSIX gerado. 3) Preencher ficha da loja (ícone, screenshots, descrição). Critério de pronto: app aprovado e listado na Microsoft Store."
"[F3][Store] Build iOS para App Store","Preparar e publicar a primeira versão na App Store. Checklist: 1) Configurar conta Apple Developer e certificados de assinatura. 2) Gerar build de release via Xcode/Flutter. 3) Criar ficha do app no App Store Connect. 4) Submeter para revisão da Apple. Critério de pronto: app aprovado e disponível na App Store."
"[F3][Store] Build desktop Linux","Gerar build funcional para Linux desktop. Checklist: 1) Rodar flutter build linux e validar dependências nativas necessárias (GTK, etc). 2) Testar o binário gerado em uma distribuição de teste. 3) Definir formato de distribuição (AppImage, Flatpak, ou binário simples) e documentar. Critério de pronto: build Linux funcional, testado e com instruções de instalação documentadas."
"[F4][Post-launch] Código QR como alternativa ao código digitado","Feature pós-lançamento. Checklist: 1) Gerar QR code a partir do código de sessão na tela de geração. 2) Adicionar leitor de QR na tela de entrada de código. 3) Manter a entrada manual do código como alternativa sempre disponível. Critério de pronto: pareamento completo via escaneamento de QR funcionando em pelo menos duas plataformas (ex: Android e Windows)."
"[F4][Post-launch] Limite de buffer configurável em ajustes","Permitir usuário configurar o tamanho do buffer circular na tela de settings. Checklist: 1) Criar tela de ajustes com campo numérico para o tamanho do buffer. 2) Persistir a preferência localmente (sem sincronizar). 3) Aplicar o novo limite no módulo de buffer circular existente. Critério de pronto: alteração do valor em ajustes reflete no comportamento de overflow do buffer na sessão seguinte."
"[F4][Post-launch] Formulário de feedback no app","Tela de coleta de feedback (bug/feature/UX) integrada ao app. Checklist: 1) Criar formulário simples com categoria (bug/feature/UX) e campo de texto livre. 2) Definir destino do envio (ex: endpoint simples ou e-mail, sem exigir conta do usuário). 3) Confirmação visual de envio bem-sucedido. Critério de pronto: usuário consegue enviar um feedback de teste e o autor recebe/visualiza o conteúdo enviado."
